,id,name,pc_00,pc_01,pc_02,pc_03,pc_04,pc_05,pc_06,pc_07,pc_08,pc_09,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50,pc_51,pc_52,pc_53,pc_54,pc_55,pc_56,pc_57,pc_58,pc_59,pc_60,pc_61,pc_62,pc_63,pc_64,pc_65,pc_66,pc_67,pc_68
10,10,baby waking up,0.038218524,0.0012664923,-0.03124037,-0.030560523,-0.011213988,-0.014322698,-0.032541662,-0.0035289824,0.035518408,-0.0051965415,0.026094675,0.008246463,0.023069628,0.06572232,0.029825002,-0.016720504,0.026964083,0.0034596995,-0.0030143932,-0.10991877,-0.008749794,-0.05257635,-0.01322796,0.009537853,-0.04188667,0.039851304,-0.03601284,0.06159522,0.042847894,0.06141002,-0.01058379,-0.014477365,-0.076913975,-0.007308744,-0.011262584,-0.067287974,-0.060301974,-0.01928161,0.016326725,-0.035886496,0.041008525,0.008260313,-0.04508135,-0.015100614,0.010620058,0.032416947,-0.012721081,0.09267308,-0.053585522,0.13474958,0.03638572,-0.009610409,-0.01604807,-0.04130216,0.027203934,0.06809864,-0.04976878,0.07467593,-0.023378586,0.021252822,0.039342098,-0.058846753,0.018614272,-0.030944575,-0.008192282,0.0370226,0.04315989,0.028596856,-0.060643375
11,11,baking cookies,-0.037688535,-0.013390934,0.0447739,-0.0033616722,0.073710114,0.00015717745,-0.007055506,-0.10694671,0.04084114,0.061943136,-0.0023733974,0.020320222,-0.014467791,-0.044299237,0.013653174,0.12259899,0.007680267,0.002997145,-0.053530578,0.04105348,-0.043557,-0.040765796,-0.13183028,0.0029968545,-0.016514419,0.02930916,-0.04010769,-0.057049043,-0.017499153,-0.014088593,0.044037204,-0.034262706,0.009356494,0.016617872,-0.040082663,-0.058682904,-0.07234571,-0.07826333,-0.02483648,0.017050467,-0.00025461614,0.06730605,0.13458182,0.05447167,0.0069719777,0.037768677,0.00279326,-0.04470473,0.02177795,-0.10396424,-0.06765657,-0.06487596,-0.034100294,0.057977647,-0.027951434,0.031880304,-0.011770665,-0.025618106,0.012808524,-0.025673,-0.018948479,-0.038266465,0.04847481,-0.005352196,-0.027949631,-0.042508435,-0.038430683,0.039743558,0.0802884
12,12,balloon blowing,-0.02709956,-0.07675548,0.047479976,-0.026138656,-0.04354441,0.017412215,-0.0028861463,0.059925273,-0.08423421,-0.030946016,-0.012509644,0.0044638515,-0.04885006,0.030072428,0.0102947205,-0.09245874,-0.032147974,0.041155443,-0.01756601,-0.065318465,0.01991447,-0.015347421,-0.06800986,-0.107798696,-0.009673247,-0.05947959,0.070909336,0.030116672,0.060318455,0.01444754,0.04091703,0.07355151,0.047813326,0.0043824427,-0.08895305,-0.0119527355,0.028759412,0.02276278,-0.07837512,-0.04666496,-0.013647348,0.029586744,-0.025880467,-0.032252945,0.085027546,-0.032711476,-0.013627594,0.00035345554,0.034180477,0.06285435,0.081173055,-0.07435769,0.009404257,0.015555203,-0.03245066,-0.02314473,0.041362252,-0.015270788,-0.016575769,-0.03526034,0.060428936,-0.109906,-0.084181614,-0.040742047,0.0506313,0.008522218,0.053355858,-0.03672462,0.037327085
13,13,bandaging,-0.007972437,-0.030915763,-0.057244714,-0.005127771,-0.048659354,-0.08928102,-0.0064824224,-0.07064983,0.001112476,-0.013548226,0.016466498,0.03013374,-0.048072994,-0.059068613,0.06528722,-0.039036132,0.005310774,-0.08247624,0.016138285,-0.07922563,0.06679419,-0.039117,0.0066755638,-0.021216262,0.06872132,-0.053724136,-0.0719411,-0.004479574,0.12399101,0.024189755,-0.0054138377,0.095662974,-0.016555205,-0.019573528,0.04819981,-0.06301193,-0.024705106,0.03024795,-0.002402257,0.06691065,0.11120941,0.0069175204,0.03985815,-0.045510724,-0.06976233,-0.008748852,-0.053260803,0.016231582,0.079769924,-0.047109485,-0.066085935,-0.010100357,0.026862025,0.022499628,0.04885882,0.098395035,0.045848932,0.050768256,0.035198335,0.09105575,-0.051985007,-0.09788861,-0.0071701496,0.12120734,0.06553835,-0.07848273,0.02060328,-0.012808915,-0.07636097
14,14,barbequing,-0.04691656,0.0033444995,0.05701123,0.066204295,-0.0073786406,-0.0459791,0.018611014,-0.013374835,-0.015421748,0.0027643144,-0.06950642,0.005567394,0.045278817,-0.22901659,-0.008472398,0.09128828,-0.069938734,-0.044914916,0.047088444,0.01999034,0.013288498,0.06675634,-0.013494469,-0.07650677,-0.06402686,-0.044493802,0.08519702,-0.018594638,-0.07058291,-0.038951032,0.011612229,0.002207525,0.00093463063,-0.022634447,-0.04097555,0.021250702,0.0069526583,0.004500821,-0.019342527,-0.02072987,-0.019950256,0.058025636,0.05362541,-0.041059356,0.03978683,-0.016105086,-0.06539071,-0.010799006,0.10634898,0.051439717,0.00034065545,0.021657407,-0.011112448,-0.046870753,0.06094765,0.015016198,0.044676356,-0.07119614,0.09908597,0.024960961,0.007701345,0.01569333,0.037959553,0.017115597,0.011600707,0.0018124322,0.053993434,0.00070238113,-0.03713087
15,15,bartending,0.03006028,-0.031625144,0.010892633,0.05471355,-0.054436367,0.018495006,0.010725558,-0.05679311,0.03364086,0.09470877,0.009303957,-0.05020888,0.06026277,0.0613465,0.050512955,0.0318193,0.08098011,0.049361378,0.017874029,-0.052301574,0.06170594,0.06503248,0.06525527,-0.03407409,-0.03056746,0.010574248,-0.003231302,-0.0981374,-0.0925215,-0.02336879,0.015525099,-0.027751928,-0.039222434,-0.029077418,-0.006947471,0.08124423,-0.08225542,-0.033625543,0.002404362,0.004065767,0.00027276576,-0.060755134,-0.029666947,0.0061794715,0.014078572,0.023436427,-0.022409659,0.033096652,0.079827175,-0.071891606,-0.008700201,0.02439835,-0.0010009799,0.03031408,0.11382012,0.027743436,0.06245477,-0.06971079,-0.01018087,-0.037921764,0.016944982,0.062772594,-0.048205245,0.017079586,0.05667448,0.04624792,-0.105800316,-0.016571224,-0.033050433
16,16,beatboxing,0.092180796,-0.031434037,-0.10306548,-0.064968176,0.081864186,0.04666836,-0.009986475,-0.0014860481,0.04090348,-0.016678408,-0.010829359,-0.027526993,-0.04481472,-0.080797456,-0.054239318,-0.067006424,0.012326494,0.033107057,0.03532084,0.018776327,-0.01588402,0.06723513,0.0025442243,0.03386797,-0.0071514593,-0.03879108,0.035181016,0.01358805,-0.010099903,-0.031417027,0.10094148,0.012773529,-0.005226031,0.04383765,0.0035818778,0.03374436,0.016344503,0.037824906,0.021749407,0.031126522,0.059259713,0.0040216707,0.031164447,0.060135506,-0.0144995,-0.017302461,0.053644173,0.08044198,-0.031143006,0.037644267,0.107605405,0.04633333,0.04189814,0.106583126,-0.038258396,0.045020655,0.08818476,-0.019072376,-0.008213047,0.042152278,-0.015184978,-0.0009495914,-0.026227644,0.013930422,0.016961832,0.01342254,0.034076862,-0.019838274,-0.09682889
17,17,bee keeping,0.013739753,0.027897669,-0.025857307,-0.0133294,-0.001881558,-0.013032563,0.0077338517,-0.024424825,0.034125,0.024438709,-0.024642304,-0.0573837,0.058349013,0.008318804,-0.026154805,0.06289318,0.07030771,-0.014262401,-0.045622483,0.014594175,-0.07593663,-0.024780393,-0.010444269,-0.036362737,-0.017179154,0.03502099,0.09386845,-0.025126198,0.055675216,0.037059285,0.083308585,-0.003841713,-0.016405098,0.058061816,0.045318805,0.025499653,0.06058704,-0.027504548,-0.036368504,0.077177,-0.0038224757,0.020968746,0.082705684,0.07903897,0.018546887,-0.026240397,-0.014162526,-0.04189539,0.06348129,0.019790031,0.013211109,0.015780464,-0.19202238,-0.048710905,0.05393543,-0.034650967,0.117390126,0.035815474,0.00539043,-0.03264752,-0.05995738,-0.06116887,0.0013572882,-0.0249914,-0.07526837,0.015081799,0.011750538,0.058173157,0.06752825
18,18,belly dancing,0.042851392,0.083584875,-0.0064609786,0.1317738,-0.055978,0.022086034,-0.05918886,-0.025126398,-0.043775365,-0.057361603,-0.038191285,0.04296592,0.105590016,0.08026991,0.035568938,0.085217625,-0.038803905,-0.008461006,-0.04673145,0.026772544,0.06080637,0.040787518,-0.08601725,0.03464899,0.07095247,0.032484137,-0.06656196,-0.017917419,0.0070612803,-0.043289766,0.012653574,0.020040646,0.010960345,-0.0012136325,0.03854596,-0.0974949,-0.09064692,0.03468953,-0.084346846,0.04760985,0.016130075,0.01557507,0.02854223,-0.037493482,0.07436758,0.054472692,-0.09945309,-0.03556545,-0.11934345,-0.023826726,0.014229134,-0.0031454265,-0.014111735,0.09041889,0.032078378,-0.02303569,-0.05410857,-0.022151195,-0.018309321,-0.01647252,-0.0037629157,0.069553316,-0.042007282,0.025469098,-0.03424371,0.071651086,0.035839245,-0.0779244,0.082391545
19,19,bench pressing,0.12340622,0.0036301387,0.0046383194,0.033532456,-0.06727396,0.057861596,-0.08948943,-0.07804987,0.044899747,-0.05969888,-0.01761289,0.013460927,-0.028939359,0.020427242,-0.022935525,0.03310689,-0.086190805,-0.044930182,0.020028375,0.03530425,-0.0052382797,0.027173236,-0.00055767596,-0.06791574,-0.13641582,0.015198931,0.0070500076,0.026513193,-0.03483939,0.012023404,0.034907356,0.00506486,0.04086349,-0.012769274,-0.011777895,0.043304536,0.018188687,0.005750768,0.0023003146,0.06414263,0.06956789,0.016492032,0.09767639,-0.035529196,-0.022440195,0.028668717,0.050006002,0.08959858,0.040160645,-0.09452224,0.010555655,0.07208189,0.07304312,-0.1123579,0.021464884,-0.0048885792,-0.09793533,0.06717507,-0.0077674612,0.042409763,0.006597493,0.025260374,0.024714237,0.012979126,-0.055743586,-0.032654647,0.04707764,-0.02625696,-0.005882181
20,20,bending back,0.016709829,-0.040406793,-0.0454442,-0.032178793,-0.01065952,0.09141473,-0.04045517,-0.062430046,-0.030204631,-0.069586396,-0.0397363,0.036942646,-0.03132823,0.03857587,-0.04964234,-0.028989732,-0.03593418,0.012514025,0.03134402,-0.035541803,-0.010327448,-0.020666085,-0.0070030726,-0.0029336363,-0.017852686,0.041045025,-0.08702026,0.018858213,-0.040031224,0.0033816807,-0.049421247,0.07031448,-0.011716716,0.03785611,-0.027536878,-0.025342643,-0.023720805,0.0058140643,0.02831877,-0.011639995,-0.04906472,0.013277741,-0.015486484,-0.04905421,0.02848149,0.040616803,-0.007095553,0.04973951,-0.03225606,0.01672478,-0.04262108,0.031253852,-0.010048971,-0.08761426,0.053096518,-0.020955138,0.05007459,-0.015388891,0.0031933263,-0.05159085,-0.0074305944,-0.04514432,0.04298688,0.0026113857,-0.04556988,0.036056135,-0.010925353,0.038860843,-0.054275993
21,21,bending metal,-0.063693665,-0.050969727,0.026418382,0.0027964176,0.03899677,-0.000795207,0.019996084,0.040357903,0.01614787,-0.11967397,-0.020400897,0.0200302,-0.0265994,0.09791828,0.016037121,-0.081641726,-0.008405924,-0.12679672,-0.0069318824,0.018676117,0.060693063,-0.014297187,-0.040043518,-0.0368727,-0.047870778,-0.030590076,0.06625514,-0.019470595,-0.0041587874,0.012609646,0.015898341,-0.12044243,0.02378116,-0.049808353,-0.00016792538,0.0084496215,-0.03866148,0.010303572,0.013081446,0.010820121,0.04761988,-0.016868182,0.051669173,0.017072104,0.020270042,0.03129545,0.09822242,-0.05850643,0.012506686,0.009971142,0.00015592575,-0.09216164,0.020494234,-0.07798008,0.079901636,0.02667289,0.031519704,0.04858204,-0.0015466474,0.018517924,-0.054166883,-0.02207961,0.027959317,0.084340766,-0.0026840605,-0.059015792,0.019204572,-0.022433937,0.053221963
22,22,biking through snow,0.10232546,0.04453042,0.028468754,-0.009892418,-0.051827468,-0.044557787,0.007752734,0.056448296,-0.014768632,0.0958378,0.042212754,-0.055281013,-0.026051387,0.017482102,-0.053700395,-0.101880476,0.011195064,-0.058170825,-0.044154465,-0.087065175,-0.068444,0.009003833,-0.038204666,0.038964354,0.0525722,-0.020985689,0.002621144,-0.0037064888,-0.07827148,0.024967283,0.024912585,0.04720767,-0.06677961,-0.010967188,0.069873,-0.035847023,-0.021240894,0.0045222603,0.027232096,-0.009224169,-0.06322059,0.044494454,0.05288821,0.027845563,0.056846526,-0.09386949,0.0041808276,0.026703484,0.014498496,-0.007800922,0.024926394,0.0049307235,0.031048784,0.0094615,-0.0061104223,-0.058277212,0.0055826427,0.004095312,0.06949055,-0.09934464,0.08014687,-0.010627527,0.0010531626,0.064892635,0.007958224,-0.029568423,0.027897786,-0.02828794,-0.051556405
23,23,blasting sand,0.08285622,-0.029500844,-0.04493139,0.039743476,0.06721522,-0.009696331,0.019329417,0.042614065,-0.050659563,-0.021688396,0.026318299,0.0026808083,0.10165933,0.07168974,0.086100936,0.042495787,-0.019639045,-0.10443315,-0.024494637,0.026751071,-0.035313144,0.047871344,-0.0028945357,-0.07395498,0.05660291,0.06866,-0.0030088164,-0.011525039,0.09590643,-0.018381178,0.021850206,0.030503422,0.03698775,-0.074261375,0.008225977,-0.041174464,0.10720835,0.037955716,-0.047153607,-0.035149563,0.04252702,-0.03952081,0.0074969353,0.07658121,0.085094705,-0.057093397,0.070256956,-0.025738165,0.120697945,0.024835188,0.0012984276,-0.041104283,-0.045515507,-0.03432118,0.0030119643,0.0015206188,-0.001375325,0.085416414,0.041210618,-0.0037845336,-0.099986,0.016283933,-0.013813723,-0.06549174,0.033328135,-0.12521803,-0.0716366,0.01673527,-0.015507554
24,24,blowing glass,-0.017169472,0.031932954,0.008777697,-0.027610224,0.030915381,0.021002276,0.047569823,0.034289766,0.051727988,-0.034450725,-0.045153037,-0.0062370896,0.015896589,0.08116044,-0.042174242,0.10487066,-0.098553665,0.0045718104,-0.05716589,0.050001025,0.11870646,-0.011346184,0.029462896,-0.025017157,-0.03933235,-0.00023183227,0.07305926,0.014612166,0.041605406,0.014174491,0.00859455,0.049533933,0.056795366,0.038244396,0.0356561,-0.0445913,0.04938279,0.040321194,0.07198256,-0.053359993,-0.0064201728,-0.0069078766,0.06303768,-0.017461149,0.0027496517,-0.0044184327,0.07313691,-0.02047722,0.059950918,-0.03448911,0.02289126,0.02026004,-0.053299688,0.0038577123,-0.008657604,0.023894943,-0.10202573,-0.034389548,0.0414813,-0.028045036,-0.15849808,0.07053322,0.060436327,-0.02732417,0.006184131,0.0421317,0.0052093603,-0.09415608,-0.0704334
25,25,blowing leaves,-0.0055065555,0.05687993,0.06062591,-0.09249387,0.020095142,-0.046266917,0.003960692,0.054924298,0.0060508265,-0.028121116,-0.03348472,-0.031461746,0.0742687,-0.030565053,0.02489388,-0.0017322004,-0.010646675,0.03861029,-0.025846124,0.05306852,-0.058652695,0.041088134,0.03518965,0.0060242712,-0.041480068,0.019559842,-0.08853832,-0.025949322,-0.051167384,-0.056787506,0.07303171,0.002315998,-0.020922467,-0.03559035,-0.040178012,-0.04083001,0.028533407,-0.046831414,-0.083602004,-0.001613684,0.018489964,0.024190843,-0.050477196,-0.10195783,0.029115824,-0.015703853,0.0782407,0.039724186,0.029009491,-0.017545633,0.0235885,0.05925004,-0.07218383,-0.030960806,-0.016022628,-0.01976928,-0.03752138,-0.055599056,-0.012361266,-0.03793565,0.13374963,-0.010727756,0.041227832,-0.07300951,0.0049286745,-0.08000847,0.021426857,-0.043976277,0.028541917
26,26,blowing nose,-0.03426548,-0.07892041,0.0037407773,0.016217068,0.0065452233,0.02462339,0.04373548,0.068906076,-0.0051703085,0.018675705,0.06165845,-0.00066645443,0.01007098,0.016107231,-0.002030909,-0.012237877,-0.016951963,-0.03419888,-0.06506972,-0.0002605468,-0.02327127,-0.05578185,-0.0815947,-0.073540516,-0.00442845,-0.0018072762,-0.0550043,0.027412161,0.07655424,-0.04742275,-0.032249436,-0.03429019,0.009697396,-0.058519185,-0.045480665,0.017566495,0.020809978,-0.04831425,0.01928451,0.06576965,0.027269233,0.04220985,-0.0024521276,0.01186814,-0.038809925,-0.0016566664,-0.066654794,0.043866623,-0.01803401,-0.049595784,0.02363912,-0.017312523,-0.02035639,0.01160077,-0.0927349,-0.054675087,-0.034872375,0.022029154,-0.012150538,-0.059989307,-0.0348816,0.06213452,-0.0463195,-0.041281812,0.05413839,0.0020207881,-0.033588268,0.022359058,0.054583542
27,27,blowing out candles,-0.10747318,0.033679403,-0.10742196,0.09654407,-0.028720284,-0.011350211,-0.020009985,0.062460046,0.011403588,0.025326125,0.015396131,0.03826337,0.045094192,0.09454161,0.12661,0.02704519,0.03399457,0.040418725,-0.11256549,-0.088426664,0.028956197,0.010342993,-0.011275902,-0.03041482,-0.023546595,-0.048743796,-0.1635689,-0.055198397,-0.076969,0.015776992,0.02992344,0.06800783,0.07589656,0.0066997483,-0.017491344,0.010127693,0.051046636,-0.017530032,0.025563434,0.010991581,-0.058078043,0.032283515,0.009008538,-0.04571224,0.021477193,0.0023847148,-0.014364097,0.009781808,0.027788669,0.0035290048,0.050648227,0.013320993,-0.032071292,-0.002372913,0.0139088705,-0.0036143064,0.00014158152,0.05631566,-0.0018232316,-0.019692145,-0.08400471,0.06994851,-0.10401924,-0.054551575,0.027078198,0.0014166068,-0.009759817,0.066946,0.0023176782
